               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 137,              1.0471,             0.52044,              1.0944,               0.857,             0.80009,             0.82625,             0.56238,                   0,                   0,                   0,            0.001024,            0.001024,            0.001024
                 138,              1.0681,             0.53734,              1.0964,             0.85255,             0.80156,             0.82618,             0.56819,                   0,                   0,                   0,            0.000958,            0.000958,            0.000958
                 139,              1.0618,             0.52074,              1.0985,             0.87563,             0.78888,             0.82925,             0.56616,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                 140,              1.0674,              0.5308,              1.0973,             0.87202,             0.78998,             0.82814,             0.56559,                   0,                   0,                   0,            0.000826,            0.000826,            0.000826
                 141,              1.0377,             0.51714,              1.0976,             0.85127,             0.80578,             0.82599,              0.5655,                   0,                   0,                   0,             0.00076,             0.00076,             0.00076
                 142,              1.0452,             0.52605,              1.0993,             0.88075,             0.79016,             0.82758,             0.56691,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                 143,              1.0177,             0.50536,              1.0941,             0.86264,             0.79941,             0.83105,             0.56957,                   0,                   0,                   0,            0.000628,            0.000628,            0.000628
                 144,              1.0359,             0.51882,              1.1011,              0.8757,             0.78892,             0.82854,             0.56883,                   0,                   0,                   0,            0.000562,            0.000562,            0.000562
                 145,               1.024,             0.50344,              1.0899,              0.8337,             0.80566,             0.82815,             0.57218,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                 146,              1.0486,             0.51809,              1.0989,             0.84969,             0.80321,             0.82701,             0.56894,                   0,                   0,                   0,             0.00043,             0.00043,             0.00043
                 147,              1.0167,             0.51475,              1.0918,             0.86922,              0.7948,             0.82428,              0.5664,                   0,                   0,                   0,            0.000364,            0.000364,            0.000364
                 148,              1.0073,             0.50445,              1.0977,             0.85235,             0.80288,             0.82376,              0.5667,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
                 149,              1.0205,             0.51033,               1.099,             0.86962,             0.79196,             0.82425,             0.56651,                   0,                   0,                   0,            0.000232,            0.000232,            0.000232
